Wall time,Step,Value
1769682512.513151,220,0.1522260457277298
1769682549.9563513,221,0.15120047330856323
1769682588.5663962,222,0.15917952358722687
1769682627.4740455,223,0.1664169728755951
1769682662.7510111,224,0.1343025118112564
1769682699.8329737,225,0.15624554455280304
1769682736.7055564,226,0.1584116518497467
1769682773.5717692,227,0.15260949730873108
1769682885.2190502,230,0.1546512097120285
1769682960.5632904,232,0.14246873557567596
1769682997.6206906,233,0.13666518032550812
1769683036.7820058,234,0.15227071940898895
1769683073.410126,235,0.14270339906215668
1769683110.7263243,236,0.14786921441555023
1769683146.73055,237,0.15372203290462494
1769683182.5973797,238,0.13098226487636566
1769683222.6509888,239,0.14957541227340698
1769683253.404196,240,0.13891436159610748
1769683326.705959,242,0.1438092291355133
1769683364.9120307,243,0.1333620697259903
1769683438.633486,245,0.1552322804927826
1769683474.7397175,246,0.14127710461616516
1769683513.2591124,247,0.1501144915819168
1769683549.3253431,248,0.15800118446350098
1769683585.8974495,249,0.14792464673519135
1769683623.1645768,250,0.14482532441616058
1769683731.9219234,253,0.1371874064207077
1769683769.3831675,254,0.14514879882335663
1769683805.8675082,255,0.13859857618808746
1769683841.2943406,256,0.13239185512065887
1769683918.438175,258,0.1519952118396759
1769683957.4727936,259,0.14291805028915405
1769683991.3788853,260,0.12392476201057434
1769684027.7466567,261,0.11834385991096497
1769684098.2069368,263,0.13285639882087708
1769684133.4256957,264,0.12711267173290253
1769684209.235174,266,0.16674268245697021
1769684318.7816195,269,0.1429385542869568
1769684391.2256277,271,0.12568576633930206
1769684427.7005978,272,0.14431236684322357
1769684501.8380823,274,0.1540689915418625
1769684541.8307896,275,0.1539621651172638
1769684576.6920156,276,0.13089679181575775
1769684612.3907428,277,0.14231783151626587
1769684681.228752,279,0.1416408270597458
1769684718.2219338,280,0.14017300307750702
1769684756.6084697,281,0.1443304568529129
1769684791.859217,282,0.140457421541214
1769684826.930051,283,0.12824393808841705
1769684865.7281752,284,0.13641127943992615
1769684901.4171312,285,0.14863824844360352
1769684941.4448216,286,0.16807320713996887
1769684975.345793,287,0.14480145275592804
1769685010.4185286,288,0.13285157084465027
1769685045.4505334,289,0.1337605118751526
1769685115.2299662,291,0.12486115097999573
1769685147.4720612,292,0.12362448126077652
1769685285.3242855,296,0.14484348893165588
1769685318.5017903,297,0.11835720390081406
1769685354.817425,298,0.12838099896907806
1769685393.5256412,299,0.13885535299777985
1769685431.9680502,300,0.14796416461467743
1769685466.276375,301,0.13163034617900848
1769685503.5684037,302,0.13937100768089294
1769685578.8469594,304,0.13941916823387146
1769685615.1763952,305,0.12664277851581573
1769685652.6760304,306,0.12676969170570374
1769685689.1022856,307,0.125148206949234
1769685727.512609,308,0.1376139521598816
1769685764.5133715,309,0.12188086658716202
1769685803.593751,310,0.13493584096431732
1769685877.584658,312,0.1396079808473587
1769685914.3240316,313,0.1278102844953537
1769685952.1173205,314,0.1185535416007042
1769685990.436631,315,0.12409328669309616
1769686029.5919278,316,0.1476009637117386
1769686065.6700685,317,0.12109805643558502
1769686141.2375722,319,0.12187641859054565
1769686176.961444,320,0.12608382105827332
1769686212.8155718,321,0.12440145760774612
1769686251.6568065,322,0.1299719214439392
1769686288.597581,323,0.1262170970439911
1769686362.7305555,325,0.129501610994339
1769686476.8661044,328,0.1334756463766098
1769686548.885477,330,0.12896941602230072
1769686582.71568,331,0.13404051959514618
1769686619.224631,332,0.13219334185123444
1769686656.9048967,333,0.1304050087928772
1769686693.49844,334,0.1368362009525299
1769686731.487085,335,0.1354457587003708
1769686808.283222,337,0.11244405061006546
1769686844.420086,338,0.12963524460792542
1769686878.7036066,339,0.13750150799751282
1769686955.2250507,341,0.13062769174575806
1769686989.6308239,342,0.14107342064380646
1769687025.4518547,343,0.12430314719676971
1769687063.7624614,344,0.131246417760849
1769687100.910557,345,0.13847307860851288
1769687136.0851877,346,0.12781716883182526
1769687175.2061129,347,0.13720349967479706
1769687211.8260307,348,0.12004829943180084
1769687248.0041795,349,0.12435313314199448
1769687285.3902166,350,0.13013985753059387
1769687322.0791018,351,0.13309012353420258
1769687399.2486935,353,0.13270749151706696
1769687437.282513,354,0.1343405395746231
1769687471.5605614,355,0.14309704303741455
1769687507.4754505,356,0.13094504177570343
1769687576.6017115,358,0.11901538074016571
1769687606.7922215,359,0.12945033609867096
1769687677.7889435,361,0.11176072061061859
1769687712.8617964,362,0.12567855417728424
1769687749.4090478,363,0.12132545560598373
1769687782.5848076,364,0.12211970239877701
1769687818.179569,365,0.1295306235551834
1769687855.7136462,366,0.1273438036441803
1769687890.7865713,367,0.14177000522613525
1769687925.5358496,368,0.11430732905864716
1769687963.3836474,369,0.12164655327796936
1769688001.8146367,370,0.12492961436510086
1769688140.4062836,374,0.12170371413230896
1769688172.3191316,375,0.1280028522014618
1769688206.1970255,376,0.1189526692032814
1769688281.173006,378,0.1260986328125
1769688316.7900355,379,0.1385430246591568
1769688413.749449,382,0.10853497684001923
1769688444.0214584,383,0.1138269305229187
1769688516.639025,385,0.1145239919424057
1769688548.420729,386,0.11087432503700256
1769688586.3083563,387,0.1255412995815277
1769688687.8098161,390,0.11263099312782288
1769688727.8660412,391,0.12236740440130234
1769688765.5720575,392,0.12986066937446594
1769688799.6340303,393,0.12124381214380264
1769688832.6948774,394,0.11857285350561142
1769688871.3144708,395,0.12122168391942978
1769688908.0450447,396,0.12341588735580444
1769688938.8276083,397,0.12279040366411209
1769688978.1173913,398,0.11080928891897202
1769689016.615049,399,0.131733238697052
1769689054.503584,400,0.12855017185211182
1769689091.797475,401,0.13321886956691742
1769689128.352055,402,0.14462606608867645
1769689165.188541,403,0.12960727512836456
1769689200.9422686,404,0.12073072791099548
1769689236.727512,405,0.12810266017913818
1769689272.829977,406,0.12687082588672638
1769689309.0494018,407,0.1291009932756424
1769689339.6626918,408,0.1194944679737091
1769689369.7907858,409,0.1373770833015442
1769689400.8560138,410,0.1236124113202095
1769689440.4241798,411,0.13178931176662445
1769689504.3731465,413,0.13609929382801056
1769689535.5235746,414,0.12028443068265915
1769689565.9282863,415,0.12508398294448853
1769689601.3503864,416,0.13420788943767548
1769689709.8572137,419,0.1252698004245758
1769689743.2187881,420,0.1326075941324234
1769689811.4856684,422,0.1223139837384224
1769689845.395146,423,0.11969534307718277
1769689880.633867,424,0.12528309226036072
1769689911.9204998,425,0.12642346322536469
1769689950.7744646,426,0.1367442011833191
1769689988.0446286,427,0.12198062986135483
1769690017.7598336,428,0.12549547851085663
1769690077.021918,430,0.13725945353507996
1769690114.8453417,431,0.13025303184986115
1769690155.068419,432,0.13067278265953064
1769690245.158366,435,0.1257982850074768
1769690279.1588407,436,0.1263774037361145
1769690378.9065711,437,0.13766291737556458
1769690413.8261554,438,0.1300439089536667
1769690453.17678,439,0.1358293741941452
1769690485.862696,440,0.1192355677485466
1769690518.3422031,441,0.12208892405033112
1769690544.7977183,442,0.12185004353523254
1769690600.4328637,444,0.12658843398094177
1769690634.7017632,445,0.12579375505447388
1769690668.3424149,446,0.12879052758216858
1769690699.0830736,447,0.12253569066524506
1769690831.8773887,451,0.122978575527668
1769690868.1452413,452,0.12286882847547531
1769690897.6281986,453,0.12344539910554886
1769690931.0536778,454,0.11576063185930252
1769690963.872447,455,0.13229209184646606
1769691002.3875248,456,0.12475337088108063
1769691031.293266,457,0.126560240983963
1769691095.275085,459,0.12895303964614868
1769691160.2585287,461,0.12582507729530334
1769691188.2989316,462,0.12389586120843887
1769691219.003427,463,0.13605996966362
1769691256.297999,464,0.12508314847946167
1769691293.0957837,465,0.11891703307628632
1769691326.1733909,466,0.1193830743432045
1769691356.8804111,467,0.11506514996290207
1769691421.577144,469,0.12459281831979752
1769691448.3330522,470,0.11930733919143677
1769691482.8390584,471,0.13030698895454407
1769691514.8996377,472,0.1239117830991745
1769691581.1310544,474,0.11133558303117752
1769691617.139589,475,0.1249784305691719
1769691654.7277586,476,0.1311016082763672
1769691751.4892528,479,0.12701153755187988
1769691783.4679549,480,0.12037026882171631
1769691819.2020948,481,0.12174900621175766
1769691849.6508503,482,0.12933464348316193
1769691887.3143382,483,0.11686717718839645
1769691921.1012607,484,0.12374625355005264
1769691954.6955736,485,0.11405209451913834
1769692024.1344292,487,0.1225430816411972
1769692054.8577113,488,0.12250320613384247
1769692086.4882588,489,0.11809805780649185
1769692116.111209,490,0.11603576689958572
1769692153.0561419,491,0.1278814673423767
1769692188.6569786,492,0.13171100616455078
1769692297.8995419,495,0.11773663014173508
1769692333.0893512,496,0.12336673587560654
1769692403.4890604,498,0.13217392563819885
1769692432.0523257,499,0.12703469395637512
1769692463.7915816,500,0.11470398306846619
1769692519.8810778,502,0.11354293674230576
1769692556.563789,503,0.1178550124168396
1769692585.685525,504,0.1189241111278534
1769692681.0971434,507,0.12475656718015671
1769692713.172323,508,0.12083438783884048
1769692748.8665974,509,0.12082920968532562
1769692781.936469,510,0.12272369116544724
1769692811.5764234,511,0.1252867728471756
1769692845.1749156,512,0.12466790527105331
1769692881.8456697,513,0.1153859943151474
1769692915.3281908,514,0.11669190227985382
1769692952.3584716,515,0.11764074862003326
1769693020.7187366,517,0.12036336213350296
1769693057.737026,518,0.12393183261156082
1769693093.3912542,519,0.11549774557352066
1769693127.1208048,520,0.12277861684560776
1769693160.4961019,521,0.13004229962825775
1769693192.6592503,522,0.12292007356882095
1769693257.3121974,524,0.1272704303264618
1769693357.4289355,527,0.1310945302248001
1769693391.0714543,528,0.12229951471090317
1769693483.168285,531,0.1306748241186142
1769693522.3351834,532,0.13017991185188293
1769693557.2801187,533,0.12767618894577026
1769693581.841104,534,0.1275278627872467
1769693611.8238015,535,0.10687974840402603
1769693644.8821754,536,0.1288762390613556
1769693675.035056,537,0.12726305425167084
1769693711.0934389,538,0.11919445544481277
1769693754.8371882,539,0.1349060833454132
1769693784.834595,540,0.1251385658979416
1769693814.8815098,541,0.118459053337574
1769693844.0037165,542,0.13225817680358887
1769693880.282423,543,0.11263322085142136
1769693909.0212955,544,0.12679578363895416
1769693938.443276,545,0.1458870768547058
1769694005.6554174,547,0.1252402812242508
1769694036.341163,548,0.13842329382896423
1769694070.9206407,549,0.1198461577296257
1769694134.7257354,551,0.1257743090391159
1769694197.8344274,553,0.13366980850696564
1769694232.407009,554,0.12183911353349686
1769694273.1049843,555,0.14380383491516113
1769694303.3973455,556,0.11970636248588562
1769694339.0095794,557,0.12912894785404205
1769694403.6178362,559,0.12886729836463928
1769694441.130279,560,0.12063609808683395
1769694508.1846786,562,0.12095999717712402
1769694544.9738207,563,0.12776528298854828
1769694572.7245522,564,0.1307813674211502
1769694600.9425724,565,0.1313808560371399
1769694671.8042161,567,0.13332273066043854
1769694702.1101496,568,0.12028836458921432
1769694737.4966075,569,0.13941460847854614
1769694776.3841357,570,0.13388770818710327
1769694854.0566013,572,0.1204124316573143
1769694880.5576801,573,0.12627556920051575
1769694913.8369439,574,0.12150470167398453
1769694986.7104638,576,0.13084116578102112
1769695012.7824147,577,0.1265011429786682
1769695046.66998,578,0.13682346045970917
1769695149.5849414,581,0.12511959671974182
1769695290.5042946,585,0.13447748124599457
1769695319.8450294,586,0.10918382555246353
1769695357.2540207,587,0.12943466007709503
1769695416.9352105,589,0.12335189431905746
1769695454.055449,590,0.14196324348449707
1769695496.041426,591,0.132703959941864
1769695529.638914,592,0.12411881238222122
1769695563.1258507,593,0.13755051791667938
1769695591.472662,594,0.12888942658901215
1769695622.4039984,595,0.12468516081571579
1769695658.0411222,596,0.12872138619422913
1769695691.0039318,597,0.13646337389945984
1769695719.5394738,598,0.12432732433080673
1769695754.9108734,599,0.12194328755140305
1769695787.3104138,600,0.12608879804611206
1769695849.9730897,602,0.14728359878063202
1769695882.2796566,603,0.14676415920257568
1769695913.6583827,604,0.13869519531726837
1769695940.924213,605,0.12680523097515106
1769695971.1790626,606,0.12199173122644424
1769696034.4580777,608,0.13447214663028717
1769696067.5746906,609,0.12365224957466125
1769696098.534881,610,0.1362408697605133
1769696131.9200706,611,0.12965087592601776
1769696192.4227273,613,0.11955776810646057
1769696223.5149398,614,0.1309998333454132
1769696249.3079655,615,0.12958648800849915
1769696278.390053,616,0.14117366075515747
1769696309.3331113,617,0.12376801669597626
1769696335.2956944,618,0.11262050271034241
1769696366.4676566,619,0.12409854680299759
1769696401.0574155,620,0.13683059811592102
1769696439.614691,621,0.12599706649780273
1769696469.4432685,622,0.12298796325922012
1769696497.065488,623,0.13794107735157013
1769696529.7653565,624,0.13312357664108276
1769696604.1991642,626,0.1309255063533783
1769696633.8997753,627,0.1268405318260193
1769696675.7539184,628,0.12869469821453094
1769696706.6586547,629,0.13686783611774445
1769696741.4793453,630,0.12801258265972137
1769696835.1848345,633,0.1309027373790741
1769696862.859204,634,0.12867380678653717
1769696900.5527606,635,0.134855717420578
1769696928.1815116,636,0.1266084611415863
1769696964.8981473,637,0.1347198486328125
1769697004.7234728,638,0.13510845601558685
1769697102.2612321,641,0.129953995347023
1769697136.2534556,642,0.12730564177036285
1769697167.5260832,643,0.13675066828727722
1769697197.9658651,644,0.1250954568386078
1769697231.3786082,645,0.14361990988254547
1769697263.1631837,646,0.12841498851776123
1769697369.2300897,649,0.13062158226966858
1769697397.7211459,650,0.1353876143693924
1769697458.406904,652,0.12296473234891891
1769697484.8578382,653,0.12939311563968658
1769697523.6478817,654,0.12244175374507904
1769697555.3420327,655,0.1343422383069992
1769697588.668452,656,0.13845041394233704
1769697701.631235,659,0.13897815346717834
1769697734.5408988,660,0.11976102739572525
1769697764.8752851,661,0.14026524126529694
1769697796.9689162,662,0.12289620190858841
1769697865.481093,664,0.12482627481222153
1769697926.8128283,666,0.12278170883655548
1769697994.2405303,668,0.12252479791641235
1769698068.513754,670,0.1378045529127121
1769698099.371928,671,0.13106107711791992
1769698132.6885815,672,0.1335631012916565
1769698167.8607714,673,0.11207721382379532
1769698203.8617103,674,0.12021936476230621
1769698270.1795752,676,0.12401243299245834
1769698303.5181077,677,0.11661896109580994
1769698339.951874,678,0.11642119288444519
1769698374.581335,679,0.12751464545726776
1769698410.5315595,680,0.12614792585372925
1769698440.2171094,681,0.12433428317308426
1769698501.6188283,683,0.12535783648490906
1769698534.1831057,684,0.11703591793775558
1769698571.27002,685,0.1306047886610031
1769698608.1406136,686,0.13379831612110138
1769698671.304037,688,0.13130342960357666
1769698703.1624196,689,0.12206260114908218
1769698737.5698721,690,0.14596253633499146
1769698770.5017366,691,0.12620499730110168
1769698849.6350663,693,0.12726178765296936
1769698881.5769472,694,0.13210338354110718
1769698909.2992747,695,0.1229243203997612
1769698947.3384392,696,0.1373472958803177
1769698982.6115859,697,0.12697041034698486
1769699013.304658,698,0.13091015815734863
1769699045.320078,699,0.13180403411388397
1769699079.638945,700,0.13054624199867249
1769699113.3970463,701,0.12110479176044464
1769699176.1021023,703,0.12111413478851318
1769699211.207029,704,0.12589460611343384
1769699283.8583264,706,0.1332392692565918
1769699320.3273678,707,0.1543942093849182
1769699386.1030486,709,0.1291193962097168
1769699418.3807607,710,0.12867657840251923
1769699450.2392676,711,0.11888156831264496
1769699521.0590515,713,0.12581275403499603
1769699555.7665277,714,0.12083417177200317
1769699628.9735436,716,0.1323503851890564
1769699654.6774752,717,0.12758606672286987
1769699691.444715,718,0.11788198351860046
1769699729.0987499,719,0.12665873765945435
1769699768.5731719,720,0.13051962852478027
1769699802.9984267,721,0.11257608979940414
1769699841.9369762,722,0.130410835146904
1769699876.5409875,723,0.1159069761633873
1769699917.009844,724,0.12606164813041687
1769699951.5594916,725,0.12187124788761139
1769699982.6579874,726,0.1167292445898056
1769700021.1279006,727,0.13231755793094635
1769700054.048624,728,0.12064827978610992
1769700083.8896627,729,0.1282747983932495
1769700114.5649831,730,0.12311216443777084
1769700152.5207007,731,0.1339675486087799
1769700192.6382062,732,0.12388052046298981
1769700223.548688,733,0.11924600601196289
1769700254.1819196,734,0.12306192517280579
1769700292.3558028,735,0.12975290417671204
1769700324.9108908,736,0.12959982454776764
1769700360.6638699,737,0.12650229036808014
1769700428.5005672,739,0.12569908797740936
1769700463.5202925,740,0.1274387091398239
1769700495.9323008,741,0.132521390914917
1769700567.619789,743,0.13193172216415405
1769700596.1388006,744,0.12274038791656494
1769700628.8029225,745,0.12137053906917572
1769700667.7194357,746,0.1359863430261612
1769700707.0776558,747,0.12826240062713623
1769700869.7773015,752,0.14178942143917084
1769700911.3553991,753,0.12676434218883514
1769700947.2354205,754,0.13153952360153198
1769701006.5182743,756,0.12181806564331055
1769701041.427708,757,0.1237914189696312
1769701072.6749587,758,0.13208772242069244
1769701107.5035214,759,0.11940964311361313
1769701141.1054938,760,0.12356456369161606
1769701253.3585153,763,0.1259545385837555
1769701290.013897,764,0.13284637033939362
1769701321.1443799,765,0.1250118911266327
1769701360.2681205,766,0.12616191804409027
1769701399.8991017,767,0.13013103604316711
1769701432.2288275,768,0.11790332943201065
1769701469.5730674,769,0.13241387903690338
1769701510.0156982,770,0.12326542288064957
1769701541.399673,771,0.1179385855793953
1769701576.7205987,772,0.12854132056236267
1769701616.9367673,773,0.13098782300949097
1769701651.488099,774,0.11302652955055237
1769701711.5473993,776,0.11908913403749466
1769701738.4077086,777,0.11955555528402328
1769701774.1407852,778,0.1319829374551773
1769701799.3452833,779,0.131379634141922
1769701831.6049495,780,0.12277466058731079
1769701866.4267888,781,0.1348087340593338
1769701905.5649405,782,0.14046095311641693
1769701941.1083627,783,0.12091014534235
1769701977.5459352,784,0.13273832201957703
1769702075.9217806,787,0.12197832018136978
1769702105.683618,788,0.13135744631290436
1769702143.2361772,789,0.13195516169071198
1769702176.1724038,790,0.12830224633216858
1769702214.3542147,791,0.12197928130626678
1769702248.8020885,792,0.12228153645992279
1769702322.8528202,794,0.1345512568950653
1769702359.1433296,795,0.11264756321907043
1769702391.5116339,796,0.12451374530792236
1769702426.6351168,797,0.11789736896753311
1769702460.3211715,798,0.1261974573135376
1769702495.73881,799,0.13336454331874847
1769702532.963766,800,0.1371150016784668
1769702569.6032503,801,0.11760346591472626
1769702639.4203224,803,0.12302028387784958
1769702715.5663009,805,0.12729541957378387
1769702745.8883514,806,0.12110037356615067
1769702782.2512631,807,0.12663383781909943
1769702822.7415013,808,0.12175069004297256
1769702858.8676815,809,0.1284545212984085
1769702925.0466664,811,0.13832108676433563
1769702962.2002614,812,0.12732775509357452
1769703039.7706714,814,0.13242767751216888
1769703073.3696086,815,0.12011989951133728
1769703102.348996,816,0.1408316195011139
1769703166.6686504,818,0.12429958581924438
1769703195.904507,819,0.13083291053771973
1769703233.9143388,820,0.13231173157691956
1769703268.4189546,821,0.13017721474170685
1769703305.9409142,822,0.13360783457756042
1769703345.1929464,823,0.13011856377124786
1769703383.1919332,824,0.12161072343587875
1769703417.3062873,825,0.11799652874469757
1769703459.5033884,826,0.12183335423469543
1769703495.2266357,827,0.1348295658826828
1769703529.2072973,828,0.13235563039779663
1769703565.2518387,829,0.1352464258670807
1769703600.0265377,830,0.12465351074934006
1769703633.23073,831,0.11980714648962021
1769703711.163788,833,0.13309071958065033
1769703744.089875,834,0.11722958832979202
1769703777.266,835,0.12593133747577667
1769703806.9595876,836,0.13193245232105255
1769703841.1693642,837,0.12903977930545807
1769703876.4322813,838,0.1383187472820282
1769703942.8814833,840,0.1302386224269867
1769703974.7230394,841,0.12331394851207733
1769704040.0572007,843,0.12519356608390808
1769704074.2080705,844,0.13291451334953308
1769704141.2318184,846,0.11888337135314941
1769704218.0229075,848,0.12854120135307312
1769704316.6675196,851,0.12004324048757553
1769704351.0936973,852,0.11867664754390717
1769704442.7757797,855,0.12492839246988297
1769704516.0037918,857,0.13978682458400726
1769704556.4915273,858,0.13100267946720123
1769704585.6951687,859,0.13246624171733856
1769704655.157194,861,0.11893044412136078
1769704688.6475492,862,0.11823008954524994
1769704725.2388248,863,0.12342178821563721
1769704823.962068,866,0.11308537423610687
1769704857.0782447,867,0.14063718914985657
1769704922.7098181,869,0.12315598130226135
1769704954.0958877,870,0.13430187106132507
1769704985.357622,871,0.13654516637325287
1769705022.227489,872,0.1262141764163971
1769705057.5124831,873,0.12100224941968918
1769705166.3339627,874,0.1299007385969162
1769705200.2772703,875,0.1374984234571457
1769705271.804964,877,0.12942340970039368
1769705308.188344,878,0.12981371581554413
1769705338.9552698,879,0.127023383975029
1769705395.9907753,881,0.12606258690357208
1769705427.5918896,882,0.1232866495847702
1769705464.701179,883,0.12398189306259155
1769705498.5314565,884,0.11888817697763443
1769705533.4703383,885,0.12637464702129364
1769705569.5866673,886,0.122294120490551
1769705604.7629852,887,0.13048791885375977
1769705638.1882458,888,0.13198353350162506
1769705671.370365,889,0.13798700273036957
1769705713.2112396,890,0.13343513011932373
1769705748.5909991,891,0.12582677602767944
1769705808.8769538,893,0.11539389938116074
1769705846.5429356,894,0.1229584589600563
1769705915.570608,896,0.12942355871200562
1769705991.047026,898,0.12760703265666962
1769706027.8028636,899,0.12333819270133972
1769706127.7552927,902,0.11785677075386047
